Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
1127,Text,1997-12-01,Othello,en,"Shakespeare, William, 1564-1616",Tragedies (Drama); Othello (Fictitious character) -- Drama; Jealousy -- Drama; Interracial marriage -- Drama; Venice (Italy) -- Drama; Muslims -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1128,Text,1997-12-01,King Lear,en,"Shakespeare, William, 1564-1616","Tragedies (Drama); Fathers and daughters -- Drama; Inheritance and succession -- Drama; Lear, King (Legendary character) -- Drama; Britons -- Drama; Kings and rulers -- Drama; Aging parents -- Drama",PR,Best Books Ever Listings; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1129,Text,1997-12-01,The Tragedy of Macbeth,en,"Shakespeare, William, 1564-1616","Tragedies (Drama); Regicides -- Drama; Macbeth, King of Scotland, active 11th century -- Drama; Scotland -- Kings and rulers -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1130,Text,1997-12-01,Antony and Cleopatra,en,"Shakespeare, William, 1564-1616","Generals -- Rome -- Drama; Queens -- Egypt -- Drama; Antonius, Marcus, 83 B.C.?-30 B.C. -- Drama; Cleopatra, Queen of Egypt, -30 B.C. -- Drama; Tragedies (Drama); Romans -- Egypt -- Drama; Egypt -- History -- 332-30 B.C. -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1131,Text,1997-12-01,Coriolanus,en,"Shakespeare, William, 1564-1616","Tragedies (Drama); Generals -- Drama; Rome -- Drama; Coriolanus, Cnaeus Marcius -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1132,Text,1997-12-01,Timon of Athens,en,"Shakespeare, William, 1564-1616",Tragedies (Drama); Timon of Athens (Legendary character) -- Drama; Athens (Greece) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1133,Text,1997-12-01,Cymbeline,en,"Shakespeare, William, 1564-1616","Fathers and daughters -- Drama; Married people -- Drama; Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama; Britons -- Kings and rulers -- Drama; Tragicomedy",PR,Category: Romance; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1134,Text,1997-12-01,The Winter's Tale,en,"Shakespeare, William, 1564-1616",Fathers and daughters -- Drama; Married people -- Drama; Tragicomedy; Castaways -- Drama; Sicily (Italy) -- Kings and rulers -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1135,Text,1997-12-01,The Tempest,en,"Shakespeare, William, 1564-1616",Shipwreck victims -- Drama; Fathers and daughters -- Drama; Magicians -- Drama; Political refugees -- Drama; Islands -- Drama; Spirits -- Drama; Tragicomedy,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1136,Text,1997-12-01,King Henry VIII,en,"Shakespeare, William, 1564-1616","Great Britain -- Kings and rulers -- Drama; Henry, VIII, King of England, 1491-1547 -- Drama; Historical drama; Great Britain -- History -- Henry VIII, 1509-1547 -- Drama",PR,Category: Plays/Films/Dramas; Category: British Literature; Category: History - British
1137,Text,1997-12-01,A Lover's Complaint,en,"Shakespeare, William, 1564-1616",Poetry,PR,Category: Poetry; Category: British Literature
1138,Text,1997-12-01,The Research Magnificent,en,"Wells, H. G. (Herbert George), 1866-1946",Conduct of life -- Fiction,PR,Category: Novels; Category: British Literature
1139,Text,1997-12-01,Fisherman's Luck and Some Other Uncertain Things,en,"Van Dyke, Henry, 1852-1933",Fishing,PS,"Category: Essays, Letters & Speeches; Category: Sports/Hobbies; Category: Nature/Gardening/Animals"
1140,Text,1997-12-01,Latter-Day Pamphlets,en,"Carlyle, Thomas, 1795-1881",Social problems; Great Britain -- Social conditions -- 19th century,HN,"Category: Essays, Letters & Speeches; Category: British Literature; Category: History - Modern (1750+); Category: Philosophy & Ethics; Category: Politics"
1141,Text,1997-12-01,Selected Poems of Oscar Wilde,en,"Wilde, Oscar, 1854-1900",Poetry,PR,Category: Poetry; Category: British Literature
1142,Text,2006-01-09,Typhoon,en,"Conrad, Joseph, 1857-1924",Sea stories; Ship captains -- Fiction; Adventure stories; Typhoons -- Fiction,PR,Category: Adventure; Category: Novels; Category: British Literature
1143,Text,1997-12-01,Notes on Life & Letters,en,"Conrad, Joseph, 1857-1924","Essays; Conrad, Joseph, 1857-1924; Literature -- History and criticism",PR,"Category: Essays, Letters & Speeches; Category: British Literature"
1144,Text,1997-12-01,In the Cage,en,"James, Henry, 1843-1916",Didactic fiction; Telegraphers -- Fiction,PS,Category: Novels; Category: British Literature
1145,Text,1997-12-01,"Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim
Sequel to The Prisoner of Zenda",en,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction; Kings and rulers -- Fiction,PR,Adventure; Movie Books; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature
1146,Text,1997-12-01,The Journal of a Voyage to Lisbon,en,"Fielding, Henry, 1707-1754","Atlantic Ocean -- Description and travel; English Channel -- Description and travel; Fielding, Henry, 1707-1754 -- Diaries; Fielding, Henry, 1707-1754 -- Travel -- English Channel; Fielding, Henry, 1707-1754 -- Travel -- Atlantic Ocean; Authors, English -- 18th century -- Diaries; Ocean travel -- History -- 18th century",PR,Category: Biographies; Category: Travel Writing; Category: British Literature
1147,Text,1997-12-01,A Journey from This World to the Next,en,"Fielding, Henry, 1707-1754",Supernatural -- Fiction; English fiction; Paranormal fiction,PR,Category: Humour; Category: Novels; Category: British Literature
1148,Text,1997-12-01,The Itinerary of Archbishop Baldwin Through Wales,en,"Giraldus, Cambrensis, 1146?-1223?","Wales -- Description and travel -- Early works to 1800; Wales -- Social life and customs; Baldwin, Archbishop of Canterbury, approximately 1120-1190",DA,Category: Travel Writing; Category: History - Medieval/Middle Ages; Category: History - Religious
1149,Text,1997-12-01,"From London to Land's End
and Two Letters from the ""Journey through England by a Gentleman""",en,"Defoe, Daniel, 1661?-1731; Morley, Henry, 1822-1894 [Editor]",England -- Description and travel -- Early works to 1800,DA,United Kingdom; Category: Travel Writing; Category: British Literature; Category: History - Early Modern (c. 1450-1750)
1150,Text,2006-02-11,"The Danish History, Books I-IX",en,"Saxo, Grammaticus, -1204?; Elton, Oliver, 1861-1945 [Translator]",Folklore -- Scandinavia; Denmark -- History -- To 1241,DL,"Category: Mythology, Legends & Folklore; Category: History - Medieval/Middle Ages"
1151,Text,1997-12-01,The Nibelungenlied,en,"Shumway, Daniel Bussier, 1868- [Translator]","Folklore -- Germany; Siegfried (Legendary character); Mythology, Germanic; Epic poetry, Germanic; Nibelungen; Kriemhild (Legendary character)",PT,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: Classics of Literature; Category: German Literature"
1152,Text,1997-12-01,The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,en,"Eiríkr Magnússon, 1833-1913 [Translator]; Morris, William, 1834-1896 [Translator]",Sagas -- Translations into English; Siegfried (Legendary character) -- Romances; Eddas -- Translations into English; Nibelungen -- Romances,PT,"Fantasy; Category: Mythology, Legends & Folklore; Category: Classics of Literature"
1153,Text,1998-01-01,The Chessmen of Mars,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Mars (Planet) -- Fiction,PS,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature
1154,Text,1998-01-01,The Voyages of Doctor Dolittle,en,"Lofting, Hugh, 1886-1947",Fantasy literature; Animals -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Human-animal communication -- Juvenile fiction,PZ,Children's Literature; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels
1155,Text,1998-01-01,The Secret Adversary,en,"Christie, Agatha, 1890-1976","Private investigators -- England -- Fiction; Detective and mystery stories; Domestic fiction; Married people -- Fiction; Missing persons -- Fiction; Beresford, Tommy (Fictitious character) -- Fiction; Beresford, Tuppence (Fictitious character) -- Fiction",PR,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: British Literature"
1156,Text,2002-02-11,Babbitt,en,"Lewis, Sinclair, 1885-1951",Satire; Psychological fiction; Businessmen -- Fiction; Middle-aged men -- Fiction; Conformity -- Fiction,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature; Nobel Prizes in Literature"
1157,Text,1998-01-01,"Damaged Goods
The great play ""Les avariés"" by Brieux, novelized with the approval of the author",en,"Sinclair, Upton, 1878-1968; Brieux, Eugène, 1858-1932",Sexually transmitted diseases -- Fiction,PS,Category: Novels; Category: British Literature
1158,Text,1998-01-01,Penrod and Sam,en,"Tarkington, Booth, 1869-1946",Humorous stories; Bildungsromans; Boys -- Fiction; Male friendship -- Fiction; Middle West -- Fiction,PS,Category: Children & Young Adult Reading; Category: Novels; Category: American Literature
1159,Text,1998-01-01,Fire-Tongue,en,"Rohmer, Sax, 1883-1959",Detective and mystery stories; Secret societies -- Fiction,PR,"Crime Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature"
1160,Text,1998-01-01,The Game,en,"London, Jack, 1876-1916",Boxers (Sports) -- Fiction; Boxing stories,PS,Category: Novels; Category: American Literature; Category: Sports/Hobbies
1161,Text,1998-01-01,Jerry of the Islands,en,"London, Jack, 1876-1916",Dogs -- Fiction; Solomon Islands -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
1162,Text,1998-01-01,The Jacket (The Star-Rover),en,"London, Jack, 1876-1916",Psychological fiction; Prisoners -- Fiction; Reincarnation -- Fiction; Paranormal fiction; California State Prison at San Quentin -- Fiction; Death row inmates -- Fiction; San Quentin (Calif.) -- Fiction; Astral projection -- Fiction,PS,Category: Novels; Category: American Literature
1163,Text,1998-01-01,Adventure,en,"London, Jack, 1876-1916",Oceania -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
1164,Text,2006-05-03,The iron heel,en,"London, Jack, 1876-1916",Science fiction; Political fiction; Dystopias -- Fiction; Oligarchy -- Fiction; Socialism -- Fiction; Revolutionaries -- Fiction; Revolutions -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels; Category: American Literature
1165,Text,1998-01-01,"The Little Book of Modern Verse
A Selection from the Work of Contemporaneous American Poets",en,"Rittenhouse, Jessie Belle, 1869-1948 [Editor]",American poetry,PS,Category: Poetry; Category: American Literature
1166,Text,1998-01-01,"The Second Book of Modern Verse
A Selection from the Work of Contemporaneous American Poets",en,"Rittenhouse, Jessie Belle, 1869-1948 [Editor]",American poetry -- 20th century,PS,Category: Poetry; Category: American Literature
1167,Text,1998-01-01,A Strange Disappearance,en,"Green, Anna Katharine, 1846-1935",New York (N.Y.) -- Fiction; Missing persons -- Fiction; Police -- New York (State) -- New York -- Fiction; Mystery fiction; Women household employees -- Fiction,PS,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels"
1168,Text,1998-01-01,The Pool in the Desert,en,"Duncan, Sara Jeannette, 1861-1922",India -- Social life and customs -- Fiction; British -- India -- Fiction; Women -- India -- Fiction,PS,Category: Novels; Category: British Literature
1169,Text,1998-01-01,Agesilaus,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Greece -- History -- Spartan and Theban Supremacies, 404-362 B.C.; Agesilaus II, King of Sparta",PA,Category: Biographies; Category: History - Ancient; Category: History - Royalty; Category: History - Warfare
1170,Text,1998-01-01,Anabasis,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Iran -- History -- To 640; Cyrus, the Younger, approximately 423 B.C.-401 B.C.; Greece -- History -- Expedition of Cyrus, 401 B.C.",DF; PA,Category: Adventure; Category: History - Ancient
1171,Text,1998-01-01,The Apology,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Socrates, 470 BC-399 BC",PA,Category: Classics of Literature; Category: History - Ancient; Category: Philosophy & Ethics
1172,Text,1998-01-01,The Cavalry General,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]",Classical literature; Cavalry -- Greece -- History; Military art and science -- Greece -- Early works to 1800,PA; UE,Category: History - Ancient; Category: History - Warfare
1173,Text,1998-01-01,The Economist,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Dialogues, Greek -- Translations into English; Administration of estates -- Greece -- Early works to 1800; Greece -- Economic conditions -- Early works to 1800",PA,Category: Classics of Literature; Category: Philosophy & Ethics
1174,Text,1998-01-01,Hellenica,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Greece -- History -- Peloponnesian War, 431-404 B.C.; Greece -- History -- Spartan and Theban Supremacies, 404-362 B.C.",DF; PA,Category: History - Ancient; Category: History - Warfare
1175,Text,1998-01-01,Hiero,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Hieron I, Tyrant of Syracuse, -467 B.C. or 466 B.C.; Simonides, approximately 556 B.C.-467 B.C.; Dialogues, Greek -- Translations into English; Despotism -- Early works to 1800; Syracuse (Italy) -- Politics and government -- Early works to 1800",PA,Category: Classics of Literature; Category: Philosophy & Ethics
1176,Text,1998-01-01,On Horsemanship,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]",Classical literature; Horsemanship; Horses -- Training,PA; SF,Zoology; Category: History - Ancient; Category: How To ...; Category: Sports/Hobbies
1177,Text,1998-01-01,The Memorabilia,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]","Classical literature; Socrates -- Trials, litigation, etc. -- Early works to 1800; Philosophers, Ancient -- Biography -- Early works to 1800",B; PA,Category: Classics of Literature; Category: Philosophy & Ethics
1178,Text,1998-01-01,The Polity of the Athenians and the Lacedaemonians,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]",Classical literature; Greece -- Politics and government -- Early works to 1800,PA,Category: History - Ancient; Category: Politics
